TSC_CCS Type,TSC_CCS Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,Proficiency Level,Proficiency Description,Knowledge / Ability Classification,Knowledge / Ability Items
tsc,WPH-WSH-3078-1.2,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,3,"Plan and conduct workplace safety and health (WSH) inspection, monitor compliance and compile reports on the WSH performance",knowledge,Data on WSH performance indicators including personal health issues
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,Importance of communication and teamwork
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,ability,Analyse incident reports to examine trends in human errors
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,ability,Perform statistical analyses and present reports
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,ability,Ensure human factors are accounted for in
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,Importance of  human factors
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,Fatigue risk management
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,Threat and error management
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,Systems (SMS)
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,ability,Propose and develop new systems and procedures to mitigate the risks of human errors and threats
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,ability,Determine timelines for work tasks according to the capabilities of the teams and industry practices
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,ability,Procedures (SOPs)
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,ability,Implement processes to strengthen communication across work teams
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,ability,Standard Operating
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,Concepts and principles of human factors in the industry
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,Human-centred design philosophy
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,"Relationship between human factors, safety and efficiency"
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,"Role of human factors in system design, operations, management and safety"
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,Safety Management
tsc,WPH-WSH-4073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,4,Review trends in human errors and propose strategies to reduce the occurrences of accidents,knowledge,Resource management tools
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",knowledge,Roles and responsibilities of personnel in implementing WSH control measures
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",knowledge,Application of the risk control strategy to the design of control measures
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",knowledge,Safe work procedures
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",knowledge,Existing and additional control measures
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",ability,Establish and maintain workplace safety and health framework
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",ability,"Establish and evaluate workplace safety and health system, policies, procedures and programmes"
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",knowledge,Components of a risk control strategy
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",ability,Manage workplace risk control measures
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",knowledge,WSH legal and other requirements applicable to control measures
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",knowledge,Stakeholders' factors for consideration on acceptable and reasonably practicable control measures
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",knowledge,Components of a WSH control measures implementation plan
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",knowledge,Means of communications to stakeholders relevant to WSH control measures
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",ability,Establish workplace risk management procedures
tsc,WPH-WSH-4075-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Control Measures,Identify lapses in workplace safety and health (WSH) within an organisation and put in place reasonable practical control measures based on the Hierarchy of Control,4,"Implement risk management plan, identify lapses and support reasonably practical control measures based on the Hierarchy of Control",ability,Identify responsibilities under Workplace Safety & Health Act
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,knowledge,Types of resources for implementing WSH culture programmes
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,knowledge,Process of developing a WSH culture building programme
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,ability,Implement and monitor WSH culture programmes in accordance with the programme specifications
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,ability,Record changes and disruptions to WSH culture development in the organisation
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,knowledge,Methods of building WSH culture
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,ability,Examine organisations' WSH culture to propose areas of improvement
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,knowledge,CultureSAFE maturity level
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,knowledge,Types of WSH culture models
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,knowledge,Methods of monitoring the implementation of a WSH culture improvement programme
tsc,WPH-WSH-4076-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Culture Management,"Create and maintain a workplace safety and health culture based on a common set of attitudes, behaviours, and competencies",4,Develop and review the effectiveness of the organisation's workplace safety and health (WSH) culture programme,knowledge,Attributes of a WSH CultureSAFE model
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,ability,Ensure corrective and preventive actions are implemented
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,ability,"Develop incident investigation, analysis and reporting processes"
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,ability,Manage investigation and analysis processes
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,knowledge,Methods of applying cause and effect and root cause analysis (RCA) techniques
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,knowledge,Workplace safety and health (WSH) legal requirements related to incident investigations
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,knowledge,Methods of gathering information and evidences
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,knowledge,Incident interview techniques
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,knowledge,Roles and responsibilities of WSH incident investigation teams
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,ability,Communicate effectively and notify respective personnel
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,knowledge,"Incident investigation workflows, processes, procedures and documentation"
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,knowledge,Information analysis and review methodologies
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,ability,Lead incident investigations and prioritise investigation actions
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,knowledge,WSH incident reporting requirements
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,ability,Advise on root causes of incidents including personal health issues based on the information provided
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,ability,Select and use appropriate investigation tools
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,ability,"Prepare investigation reports detailing findings, analyses, underlying root causes and make recommendations to prevent recurrences"
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,knowledge,"Methods of developing a detailed investigation report, which includes objectives, sequence of events trail, evidence trail, summary and conclusion"
tsc,WPH-WSH-4077-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Incident Management,"Apply a systematic and objective approach in workplace incident and accident investigations which include responding, reporting, gathering data and information, root cause analyses, implementation and review of corrective and preventive measures, to prevent recurrence of incidents and accidents",4,Develop and implement workplace and environmental incident investigation workflows and procedures to ensure a systematic and objective approach in incident investigations,ability,Advise formation of incident investigation teams
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,knowledge,Types of WSH conditions including personal health issues and practices to be monitored
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,knowledge,WSH performance measurement parameters
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,ability,Set up WSH performance monitoring processes
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,knowledge,Types of WSH performance monitoring plans
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,ability,Selecting appropriate personnel for the WSH performance monitoring teams
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,ability,Implement WSH performance monitoring plans
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,ability,Define purpose and objectives of WSH performance monitoring plans
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,ability,"Determine WSH conditions and practices to be monitored, based on organisational needs and parameters for WSH performance."
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,ability,Set schedules and arrangements for data collection rounds
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,ability,Revise performance monitoring plans for continual improvement
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,knowledge,Selection criteria for WSH performance monitoring teams
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,knowledge,Collection of data
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,knowledge,Cost of incidents
tsc,WPH-WSH-4078-1.1,Workplace Safety and Health,Operational Control Implementation,Workplace Safety and Health Performance Management,Establish and monitor indicators measuring effectiveness of workplace safety and health policies and work procedures in preventing incidents and safeguarding employees,4,Develop and implement workplace safety and health (WSH) performance monitoring plans for WSH performance data collection and analyses,knowledge,Processes to develop workplace safety and health (WSH) performance monitoring plans
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Behavioural Safety Programme (BSP) design parameters
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Types of at-risk and critical behaviours that cause accidents and incidents at the workplace
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,ability,Evaluate BSP performance outcomes to rectify performance gaps
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Training for BSP Working and Steering Committees
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,ability,Develop a BSP according to the design parameters
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,ability,Set up BSP Steering and Working Committees
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,"Roles, responsibilities of BSP working and steering committees"
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Organisational readiness study methodologies
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Characteristics of behavioural safety versus traditional safety
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Types of BSP review techniques and tools
