TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type
ICT-DIT-3005-1.1,Infocomm Technology,Development and Implementation,Data Engineering,"Develop and implement efficient and stable processes to collect, store, extract, transform, load and integrate data at various stages in the data pipeline. This also involves processing varying amounts of data from a variety of sources and preparing data in a structure that is easily access and analysed according to business requirements",tsc
ICT-DIT-3006-1.1,Infocomm Technology,Development and Implementation,Data Visualisation,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience",tsc
ICT-DIT-3008-1.1,Infocomm Technology,Development and Implementation,Infrastructure Deployment,"Set up, deploy and decommission infrastructure components and associated equipment in accordance to a set plan and established safety and/or quality procedures. This includes the assessment and preparation of appropriate site locations, infrastructure, the development of an installation plan, layout at the site, the testing of on-site systems, infrastructure components, equipment and the correction of issues and/or malfunctions",tsc
ICT-DIT-3009-1.1,Infocomm Technology,Development and Implementation,Network Configuration,"Configure network hardware and software components according to organisational guidelines and technical requirements. This includes the implementation and configuration of multiple servers, network devices and network management tools as well as the management of user network access to ensure stable and reliable network operations",tsc
ICT-DIT-3010-1.1,Infocomm Technology,Development and Implementation,Quality Assurance,"Apply quality standards to review performance through the planning and conduct of quality assurance audits to ensure that quality expectations are upheld. This includes the analysis of quality audit results and setting of follow-up actions to improve or enhance the quality of products, services or processes",tsc
ICT-DIT-3011-1.1,Infocomm Technology,Development and Implementation,Quality Engineering,"Create, deploy and maintain quality-related systems, processes and tools to establish an environment that supports process and product quality",tsc
ICT-DIT-3012-1.1,Infocomm Technology,Development and Implementation,Security Assessment and Testing,"Conduct threat modelling, vulnerability assessment and penetration testing to reveal vulnerabilities or lapses in the existing systems or security mechanisms and evaluate the extent to which systems are able to protect the organisation's data and maintain functionality as intended",tsc
ICT-DIT-3013-1.1,Infocomm Technology,Development and Implementation,Security Programme Management,"Develop and manage security solutions, products and services through technology innovation, experimentation and collaboration. This includes security programme planning, developing and testing new security capabilities and implementing security technologies and programmes",tsc
ICT-DIT-3014-1.1,Infocomm Technology,Development and Implementation,Software Configuration,"Configure software products and apply scripts and automation tools to integrate and deploy software releases to various platforms and operating environments. This includes subsequent modifications to software configuration, based on outcomes of systems and/or configuration tests",tsc
ICT-DIT-3015-1.2,Infocomm Technology,Development and Implementation,Software Testing,"Assess and test the overall effectiveness and performance of an application, involving the setting up of suitable testing conditions, definition of test cases and/or technical criteria",tsc
ICT-DIT-3016-1.1,Infocomm Technology,Development and Implementation,System Integration,"Develop and implement a roadmap and specific integration solutions to facilitate integration of various ICT components and optimise inter-operability of systems and their interfaces. This includes the integration of various architectural components such as networks, servers, system platforms and their interfaces",tsc
ICT-DIT-3017-1.1,Infocomm Technology,Development and Implementation,Test Planning,"Develop a test strategy and systematic test procedures to verify and ensure that a product, system or technical solution meets its design specifications as well as the performance, load and volume levels set out. This includes the ability to define when different requirements will be verified across the product life stages, the tools used to perform the test, the data and/or resources needed to conduct the tests and testware in test cases, test scripts, test reports and test plans required",tsc
ICT-DIT-3019-1.1,Infocomm Technology,Development and Implementation,Agile Software Development,"Plan and implement Agile methodology and the use of adaptive and iterative methods and techniques in the software development lifecycle to account for continuous evolution, development, and deployment to enable seamless delivery of the application to the end user",tsc
ICT-DIT-3020-1.1,Infocomm Technology,Development and Implementation,Cloud Computing,Implement cloud solutions to enhance business performance and security of IT systems,tsc
ICT-DIT-3023-1.2,Infocomm Technology,Development and Implementation,Continuous Integration and Continuous Deployment,"Manage the planning, building, testing and integration of codes, and deployment of software changes and updates into a live environment",tsc
ICT-DIT-3024-1.1,Infocomm Technology,Development and Implementation,Network Security,"Design and configure network systems to ensure the integrity of network infrastructure through the use of appropriate protection, detection and response mechanisms",tsc
ICT-DIT-3027-1.1,Infocomm Technology,Development and Implementation,Radio Frequency Engineering,"Design, deploy and maintain radio frequency infrastructure for IT systems and wireless communication networks",tsc
ICT-DIT-3028-1.1,Infocomm Technology,Development and Implementation,Self-Learning Systems,Design and develop self-learning systems using reinforcement learning and evolutionary learning techniques,tsc
ICT-DIT-3031-1.1,Infocomm Technology,Development and Implementation,Data Visualisation and Storyboarding,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience",tsc
ICT-DIT-4001-1.1,Infocomm Technology,Development and Implementation,Computational Modelling,"Develop, select and apply algorithms and advanced computational methods to enable systems or software agents to learn, improve, adapt and produce desired outcomes or tasks. This also involves the interpretation of data, including the application of data modelling techniques to explore and address a specific issues or requirements",tsc
ICT-DIT-4002-1.2,Infocomm Technology,Development and Implementation,Applications Development,"Develop applications based on the design specifications; encompassing coding, testing, debugging, documenting and reviewing and/or refining it across the application development stages in accordance with defined standards for development and security. The complexity of the application may range from a basic application to a context-aware and/or augmented reality application that incorporates predictive behaviour analytics, geo-spatial capabilities and other appropriate algorithms. The technical skill includes the analysis and possibly the reuse, improvement, reconfiguration, addition or integration of existing and/or new application components.",tsc
ICT-DIT-4003-1.1,Infocomm Technology,Development and Implementation,Applications Integration,"Integrate data or functions from one application program with that of another application program - involves development of an integration plan, programming and the identification and utilisation of appropriate middleware to optimise the connectivity and performance of disparate applications across target environments",tsc
ICT-DIT-4004-1.1,Infocomm Technology,Development and Implementation,Configuration Tracking,"Track systematically and manage changes and revisions in software projects to ensure that all changes are accounted for and to protect assets against unauthorized change, diversion and inappropriate use",tsc
ICT-DIT-4005-1.1,Infocomm Technology,Development and Implementation,Data Engineering,"Develop and implement efficient and stable processes to collect, store, extract, transform, load and integrate data at various stages in the data pipeline. This also involves processing varying amounts of data from a variety of sources and preparing data in a structure that is easily access and analysed according to business requirements",tsc
ICT-DIT-4006-1.1,Infocomm Technology,Development and Implementation,Data Visualisation,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience",tsc
ICT-DIT-4007-1.1,Infocomm Technology,Development and Implementation,Embedded Systems Programming,Program an embedded system using permitted programming interfaces provided by the system to support creation of devices that do not operate on traditional operating systems,tsc
ICT-DIT-4008-1.1,Infocomm Technology,Development and Implementation,Infrastructure Deployment,"Set up, deploy and decommission infrastructure components and associated equipment in accordance to a set plan and established safety and/or quality procedures. This includes the assessment and preparation of appropriate site locations, infrastructure, the development of an installation plan, layout at the site, the testing of on-site systems, infrastructure components, equipment and the correction of issues and/or malfunctions",tsc
ICT-DIT-4009-1.1,Infocomm Technology,Development and Implementation,Network Configuration,"Configure network hardware and software components according to organisational guidelines and technical requirements. This includes the implementation and configuration of multiple servers, network devices and network management tools as well as the management of user network access to ensure stable and reliable network operations",tsc
ICT-DIT-4010-1.1,Infocomm Technology,Development and Implementation,Quality Assurance,"Apply quality standards to review performance through the planning and conduct of quality assurance audits to ensure that quality expectations are upheld. This includes the analysis of quality audit results and setting of follow-up actions to improve or enhance the quality of products, services or processes",tsc
ICT-DIT-4011-1.1,Infocomm Technology,Development and Implementation,Quality Engineering,"Create, deploy and maintain quality-related systems, processes and tools to establish an environment that supports process and product quality",tsc
ICT-DIT-4012-1.1,Infocomm Technology,Development and Implementation,Security Assessment and Testing,"Conduct threat modelling, vulnerability assessment and penetration testing to reveal vulnerabilities or lapses in the existing systems or security mechanisms and evaluate the extent to which systems are able to protect the organisation's data and maintain functionality as intended",tsc
ICT-DIT-4013-1.1,Infocomm Technology,Development and Implementation,Security Programme Management,"Develop and manage security solutions, products and services through technology innovation, experimentation and collaboration. This includes security programme planning, developing and testing new security capabilities and implementing security technologies and programmes",tsc
ICT-DIT-4014-1.1,Infocomm Technology,Development and Implementation,Software Configuration,"Configure software products and apply scripts and automation tools to integrate and deploy software releases to various platforms and operating environments. This includes subsequent modifications to software configuration, based on outcomes of systems and/or configuration tests",tsc
ICT-DIT-4015-1.1,Infocomm Technology,Development and Implementation,Software Testing,"Assess and test the overall effectiveness and performance of an application, involving the setting up of suitable testing conditions, definition of test cases and/or technical criteria",tsc
ICT-DIT-4016-1.1,Infocomm Technology,Development and Implementation,System Integration,"Develop and implement a roadmap and specific integration solutions to facilitate integration of various ICT components and optimise inter-operability of systems and their interfaces. This includes the integration of various architectural components such as networks, servers, system platforms and their interfaces",tsc
ICT-DIT-4017-1.2,Infocomm Technology,Development and Implementation,Test Planning,"Develop a test strategy and systematic test procedures to verify and ensure that a product, system or technical solution meets its design specifications as well as the performance, load and volume levels set out. This includes the ability to define when different requirements will be verified across the product life stages, the tools used to perform the test, the data and/or resources needed to conduct the tests and testware in test cases, test scripts, test reports and test plans required",tsc
ICT-DIT-4019-1.1,Infocomm Technology,Development and Implementation,Agile Software Development,"Plan and implement Agile methodology and the use of adaptive and iterative methods and techniques in the software development lifecycle to account for continuous evolution, development, and deployment to enable seamless delivery of the application to the end user",tsc
ICT-DIT-4020-1.1,Infocomm Technology,Development and Implementation,Cloud Computing,Implement cloud solutions to enhance business performance and security of IT systems,tsc
ICT-DIT-4022-1.1,Infocomm Technology,Development and Implementation,Computer Vision Technology,Develop and deploy vision analytics algorithm and spatial sensing and/or reasoning systems,tsc
ICT-DIT-4023-1.2,Infocomm Technology,Development and Implementation,Continuous Integration and Continuous Deployment,"Manage the planning, building, testing and integration of codes, and deployment of software changes and updates into a live environment",tsc
ICT-DIT-4024-1.1,Infocomm Technology,Development and Implementation,Network Security,"Design and configure network systems to ensure the integrity of network infrastructure through the use of appropriate protection, detection and response mechanisms",tsc
ICT-DIT-4025-1.1,Infocomm Technology,Development and Implementation,Network Slicing,Create logically partitioned networks from a shared infrastructure to provide optimised and customised services for different users based on service level agreements,tsc
ICT-DIT-4026-1.1,Infocomm Technology,Development and Implementation,Pattern Recognition Systems,Develop and apply intelligent pattern recognition systems and techniques to analyse data and derive useful hidden patterns to solve problems,tsc
ICT-DIT-4027-1.1,Infocomm Technology,Development and Implementation,Radio Frequency Engineering,"Design, deploy and maintain radio frequency infrastructure for IT systems and wireless communication networks",tsc
ICT-DIT-4028-1.1,Infocomm Technology,Development and Implementation,Self-Learning Systems,Design and develop self-learning systems using reinforcement learning and evolutionary learning techniques,tsc
ICT-DIT-4029-1.1,Infocomm Technology,Development and Implementation,Text Analytics and Processing,"Identify, extract and analyse text data using text analytics solutions to discover themes, patterns and trends",tsc
ICT-DIT-4031-1.1,Infocomm Technology,Development and Implementation,Data Visualisation and Storyboarding,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience",tsc
ICT-DIT-5001-1.1,Infocomm Technology,Development and Implementation,Computational Modelling,"Develop, select and apply algorithms and advanced computational methods to enable systems or software agents to learn, improve, adapt and produce desired outcomes or tasks. This also involves the interpretation of data, including the application of data modelling techniques to explore and address a specific issues or requirements",tsc
ICT-DIT-5002-1.2,Infocomm Technology,Development and Implementation,Applications Development,"Develop applications based on the design specifications; encompassing coding, testing, debugging, documenting and reviewing and/or refining it across the application development stages in accordance with defined standards for development and security. The complexity of the application may range from a basic application to a context-aware and/or augmented reality application that incorporates predictive behaviour analytics, geo-spatial capabilities and other appropriate algorithms. The technical skill includes the analysis and possibly the reuse, improvement, reconfiguration, addition or integration of existing and/or new application components.",tsc
ICT-DIT-5003-1.1,Infocomm Technology,Development and Implementation,Applications Integration,"Integrate data or functions from one application program with that of another application program - involves development of an integration plan, programming and the identification and utilisation of appropriate middleware to optimise the connectivity and performance of disparate applications across target environments",tsc
ICT-DIT-5005-1.1,Infocomm Technology,Development and Implementation,Data Engineering,"Develop and implement efficient and stable processes to collect, store, extract, transform, load and integrate data at various stages in the data pipeline. This also involves processing varying amounts of data from a variety of sources and preparing data in a structure that is easily access and analysed according to business requirements",tsc
ICT-DIT-5006-1.1,Infocomm Technology,Development and Implementation,Data Visualisation,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience",tsc
ICT-DIT-5007-1.1,Infocomm Technology,Development and Implementation,Embedded Systems Programming,Program an embedded system using permitted programming interfaces provided by the system to support creation of devices that do not operate on traditional operating systems,tsc
ICT-DIT-5010-1.1,Infocomm Technology,Development and Implementation,Quality Assurance,"Apply quality standards to review performance through the planning and conduct of quality assurance audits to ensure that quality expectations are upheld. This includes the analysis of quality audit results and setting of follow-up actions to improve or enhance the quality of products, services or processes",tsc
ICT-DIT-5011-1.1,Infocomm Technology,Development and Implementation,Quality Engineering,"Create, deploy and maintain quality-related systems, processes and tools to establish an environment that supports process and product quality",tsc
ICT-DIT-5012-1.1,Infocomm Technology,Development and Implementation,Security Assessment and Testing,"Conduct threat modelling, vulnerability assessment and penetration testing to reveal vulnerabilities or lapses in the existing systems or security mechanisms and evaluate the extent to which systems are able to protect the organisation's data and maintain functionality as intended",tsc
ICT-DIT-5013-1.1,Infocomm Technology,Development and Implementation,Security Programme Management,"Develop and manage security solutions, products and services through technology innovation, experimentation and collaboration. This includes security programme planning, developing and testing new security capabilities and implementing security technologies and programmes",tsc
ICT-DIT-5016-1.1,Infocomm Technology,Development and Implementation,System Integration,"Develop and implement a roadmap and specific integration solutions to facilitate integration of various ICT components and optimise inter-operability of systems and their interfaces. This includes the integration of various architectural components such as networks, servers, system platforms and their interfaces",tsc
ICT-DIT-5017-1.1,Infocomm Technology,Development and Implementation,Test Planning,"Develop a test strategy and systematic test procedures to verify and ensure that a product, system or technical solution meets its design specifications as well as the performance, load and volume levels set out. This includes the ability to define when different requirements will be verified across the product life stages, the tools used to perform the test, the data and/or resources needed to conduct the tests and testware in test cases, test scripts, test reports and test plans required",tsc
ICT-DIT-5019-1.1,Infocomm Technology,Development and Implementation,Agile Software Development,"Plan and implement Agile methodology and the use of adaptive and iterative methods and techniques in the software development lifecycle to account for continuous evolution, development, and deployment to enable seamless delivery of the application to the end user",tsc
ICT-DIT-5020-1.1,Infocomm Technology,Development and Implementation,Cloud Computing,Implement cloud solutions to enhance business performance and security of IT systems,tsc
ICT-DIT-5022-1.1,Infocomm Technology,Development and Implementation,Computer Vision Technology,Develop and deploy vision analytics algorithm and spatial sensing and/or reasoning systems,tsc
ICT-DIT-5023-1.2,Infocomm Technology,Development and Implementation,Continuous Integration and Continuous Deployment,"Manage the planning, building, testing and integration of codes, and deployment of software changes and updates into a live environment",tsc
ICT-DIT-5024-1.1,Infocomm Technology,Development and Implementation,Network Security,"Design and configure network systems to ensure the integrity of network infrastructure through the use of appropriate protection, detection and response mechanisms",tsc
ICT-DIT-5025-1.1,Infocomm Technology,Development and Implementation,Network Slicing,Create logically partitioned networks from a shared infrastructure to provide optimised and customised services for different users based on service level agreements,tsc
ICT-DIT-5026-1.1,Infocomm Technology,Development and Implementation,Pattern Recognition Systems,Develop and apply intelligent pattern recognition systems and techniques to analyse data and derive useful hidden patterns to solve problems,tsc
ICT-DIT-5027-1.1,Infocomm Technology,Development and Implementation,Radio Frequency Engineering,"Design, deploy and maintain radio frequency infrastructure for IT systems and wireless communication networks",tsc
ICT-DIT-5028-1.1,Infocomm Technology,Development and Implementation,Self-Learning Systems,Design and develop self-learning systems using reinforcement learning and evolutionary learning techniques,tsc
ICT-DIT-5029-1.1,Infocomm Technology,Development and Implementation,Text Analytics and Processing,"Identify, extract and analyse text data using text analytics solutions to discover themes, patterns and trends",tsc
ICT-DIT-5031-1.1,Infocomm Technology,Development and Implementation,Data Visualisation and Storyboarding,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience",tsc
ICT-DIT-6016-1.1,Infocomm Technology,Development and Implementation,System Integration,"Develop and implement a roadmap and specific integration solutions to facilitate integration of various ICT components and optimise inter-operability of systems and their interfaces. This includes the integration of various architectural components such as networks, servers, system platforms and their interfaces",tsc
ICT-DIT-6019-1.1,Infocomm Technology,Development and Implementation,Agile Software Development,"Plan and implement Agile methodology and the use of adaptive and iterative methods and techniques in the software development lifecycle to account for continuous evolution, development, and deployment to enable seamless delivery of the application to the end user",tsc
ICT-DIT-6020-1.1,Infocomm Technology,Development and Implementation,Cloud Computing,Implement cloud solutions to enhance business performance and security of IT systems,tsc
ICT-DIT-6029-1.1,Infocomm Technology,Development and Implementation,Text Analytics and Processing,"Identify, extract and analyse text data using text analytics solutions to discover themes, patterns and trends",tsc
ICT-EPM-2036-1.1,Infocomm Technology,Development and Implementation,Control System Programming,"Develop capabilities in areas of communications and remote operations by programming logic circuits and erasable programmable read-only memory for ships, rigs and/or conversions",tsc
ICT-EPM-3036-1.1,Infocomm Technology,Development and Implementation,Control System Programming,"Develop capabilities in areas of communications and remote operations by programming logic circuits and erasable programmable read-only memory for ships, rigs and/or conversions",tsc
ICT-EPM-4036-1.1,Infocomm Technology,Development and Implementation,Control System Programming,"Develop capabilities in areas of communications and remote operations by programming logic circuits and erasable programmable read-only memory for ships, rigs and/or conversions",tsc
ICT-PMN-3022-1.2,Infocomm Technology,Development and Implementation,User Testing and Usability Testing,"Conduct and manage user tests to validate the feasibility of design, evaluate its functionality and ease of use as part of a user-centred design process",tsc
ICT-PMN-4022-1.2,Infocomm Technology,Development and Implementation,User Testing and Usability Testing,"Conduct and manage user tests to validate the feasibility of design, evaluate its functionality and ease of use as part of a user-centred design process",tsc
ICT-PMN-5022-1.1,Infocomm Technology,Development and Implementation,User Testing and Usability Testing,"Conduct and manage user tests to validate the feasibility of design, evaluate its functionality and ease of use as part of a user-centred design process",tsc
ICT-QUA-3002-1.1,Infocomm Technology,Development and Implementation,Failure Analysis,Examine the electrical and physical defects evidence to verify the causes of failure as well as identify the failure modes,tsc
ICT-QUA-3028-1.1,Infocomm Technology,Development and Implementation,Process Validation,"Verify that processes are reproducible and consistent in delivering quality products according to specifications, and in line with international regulations",tsc
ICT-QUA-4002-1.1,Infocomm Technology,Development and Implementation,Failure Analysis,Examine the electrical and physical defects evidence to verify the causes of failure as well as identify the failure modes,tsc
ICT-QUA-4028-1.1,Infocomm Technology,Development and Implementation,Process Validation,"Verify that processes are reproducible and consistent in delivering quality products according to specifications, and in line with international regulations",tsc
ICT-QUA-5002-1.1,Infocomm Technology,Development and Implementation,Failure Analysis,Examine the electrical and physical defects evidence to verify the causes of failure as well as identify the failure modes,tsc
ICT-QUA-5028-1.1,Infocomm Technology,Development and Implementation,Process Validation,"Verify that processes are reproducible and consistent in delivering quality products according to specifications, and in line with international regulations",tsc
ICT-RND-3018-1.1,Infocomm Technology,Development and Implementation,Research,Research on a concept or idea to provide inputs for content development,tsc
ICT-RND-4018-1.1,Infocomm Technology,Development and Implementation,Research,Research on a concept or idea to provide inputs for content development,tsc
ICT-RND-5018-1.1,Infocomm Technology,Development and Implementation,Research,Research on a concept or idea to provide inputs for content development,tsc
ICT-ADV-0047-1.1,Infocomm Technology,GenAI,Generative AI Application Development and Deployment,"Design and build applications around generative AI models, integrating the language processing capabilities towards specific use cases and domains, and troubleshoot AI tools",tsc
ICT-ADV-0048-1.1,Infocomm Technology,GenAI,Generative AI Model Development and Fine Tuning,"Apply deep learning expertise and statistical inference knowledge to design, implement, train, and evaluate generative AI models for various tasks and applications. Assess the quality, performance, and potential impact of generative AI models across various domains and applications.",tsc
ICT-ADV-0049-1.1,Infocomm Technology,GenAI,Generative AI Model Evaluation,"Assess the quality, performance, and potential impact of generative AI models across various domains and applications.",tsc
ICT-ADV-0050-1.1,Infocomm Technology,GenAI,Generative AI Model Selection,"Choose the most appropriate model for the development of a generative AI system for a use case, from a variety of external models, and based on published metrics and user experiments.",tsc
ICT-ADV-0051-1.1,Infocomm Technology,GenAI,Generative AI Models Technical Aspects of Security and Ethics,"Ensure AI models and systems are secure and ethically sound, from development through deployment and operation.",tsc
ICT-ADV-0054-1.1,Infocomm Technology,GenAI,Prompt Engineering,"Create nuanced and strategic prompts that optimise AI model performance, combining different methodologies to generate innovative and effective prompts.",tsc
ICT-ADV-0055-1.1,Infocomm Technology,GenAI,Responsible AI and Generative AI Practices,Integrate and ensure compliance of ethical principles in AI projects. Drive framework creation for responsible AI development.,tsc
ICT-BAS-0047-1.1,Infocomm Technology,GenAI,Generative AI Application Development and Deployment,"Design and build applications around generative AI models, integrating the language processing capabilities towards specific use cases and domains, and troubleshoot AI tools",tsc
ICT-BAS-0048-1.1,Infocomm Technology,GenAI,Generative AI Model Development and Fine Tuning,"Apply deep learning expertise and statistical inference knowledge to design, implement, train, and evaluate generative AI models for various tasks and applications. Assess the quality, performance, and potential impact of generative AI models across various domains and applications.",tsc
ICT-BAS-0049-1.1,Infocomm Technology,GenAI,Generative AI Model Evaluation,"Assess the quality, performance, and potential impact of generative AI models across various domains and applications.",tsc
ICT-BAS-0051-1.1,Infocomm Technology,GenAI,Generative AI Models Technical Aspects of Security and Ethics,"Ensure AI models and systems are secure and ethically sound, from development through deployment and operation.",tsc
ICT-BAS-0052-1.1,Infocomm Technology,GenAI,Generative AI Principles and Applications,"Understand and apply the concepts, frameworks, applications, and implications of generative AI models.",tsc
ICT-BAS-0053-1.1,Infocomm Technology,GenAI,Prompt Design,Craft effective prompts to shape outputs and elicit desired responses in AI models.,tsc
ICT-BAS-0054-1.1,Infocomm Technology,GenAI,Prompt Engineering,"Create nuanced and strategic prompts that optimise AI model performance, combining different methodologies to generate innovative and effective prompts.",tsc
ICT-BAS-0055-1.1,Infocomm Technology,GenAI,Responsible AI and Generative AI Practices,Integrate and ensure compliance of ethical principles in AI projects. Drive framework creation for responsible AI development.,tsc
ICT-INT-0047-1.1,Infocomm Technology,GenAI,Generative AI Application Development and Deployment,"Design and build applications around generative AI models, integrating the language processing capabilities towards specific use cases and domains, and troubleshoot AI tools",tsc
ICT-INT-0048-1.1,Infocomm Technology,GenAI,Generative AI Model Development and Fine Tuning,"Apply deep learning expertise and statistical inference knowledge to design, implement, train, and evaluate generative AI models for various tasks and applications. Assess the quality, performance, and potential impact of generative AI models across various domains and applications.",tsc
ICT-INT-0049-1.1,Infocomm Technology,GenAI,Generative AI Model Evaluation,"Assess the quality, performance, and potential impact of generative AI models across various domains and applications.",tsc
ICT-INT-0050-1.1,Infocomm Technology,GenAI,Generative AI Model Selection,"Choose the most appropriate model for the development of a generative AI system for a use case, from a variety of external models, and based on published metrics and user experiments.",tsc
ICT-INT-0051-1.1,Infocomm Technology,GenAI,Generative AI Models Technical Aspects of Security and Ethics,"Ensure AI models and systems are secure and ethically sound, from development through deployment and operation.",tsc
ICT-INT-0052-1.1,Infocomm Technology,GenAI,Generative AI Principles and Applications,"Understand and apply the concepts, frameworks, applications, and implications of generative AI models.",tsc
ICT-INT-0054-1.1,Infocomm Technology,GenAI,Prompt Engineering,"Create nuanced and strategic prompts that optimise AI model performance, combining different methodologies to generate innovative and effective prompts.",tsc
ICT-INT-0055-1.1,Infocomm Technology,GenAI,Responsible AI and Generative AI Practices,Integrate and ensure compliance of ethical principles in AI projects. Drive framework creation for responsible AI development.,tsc
ICT-BIN-3028-1.1,Infocomm Technology,General Management,Vendor Management,"Manage vendor relationships by ensuring performance as per contracts, operations within standards established by the organisation such as adherence to safety, security, and compliance standards",tsc
ICT-BIN-3070-1.1,Infocomm Technology,General Management,Business Performance Management,"Implement organisational performance systems to meet business plans and objectives by establishing performance indicators, tracking progress and addressing gaps",tsc
ICT-BIN-4028-1.1,Infocomm Technology,General Management,Vendor Management,"Manage vendor relationships by ensuring performance as per contracts, operations within standards established by the organisation such as adherence to safety, security, and compliance standards",tsc
ICT-BIN-4070-1.1,Infocomm Technology,General Management,Business Performance Management,"Implement organisational performance systems to meet business plans and objectives by establishing performance indicators, tracking progress and addressing gaps",tsc
ICT-BIN-5028-1.1,Infocomm Technology,General Management,Vendor Management,"Manage vendor relationships by ensuring performance as per contracts, operations within standards established by the organisation such as adherence to safety, security, and compliance standards",tsc
ICT-BIN-5070-1.1,Infocomm Technology,General Management,Business Performance Management,"Implement organisational performance systems to meet business plans and objectives by establishing performance indicators, tracking progress and addressing gaps",tsc
ICT-BIN-6070-1.1,Infocomm Technology,General Management,Business Performance Management,"Implement organisational performance systems to meet business plans and objectives by establishing performance indicators, tracking progress and addressing gaps",tsc
ICT-CGP-3020-1.1,Infocomm Technology,Governance and Compliance,Data Protection Management,Develop and implement a Data Protection Management Programme to comply with the Personal Data Protection Act 2012,tsc
ICT-CGP-3021-1.1,Infocomm Technology,Governance and Compliance,Data Sharing,Assess the value of data to achieve a competitive advantage and business objectives,tsc
ICT-CGP-4020-1.1,Infocomm Technology,Governance and Compliance,Data Protection Management,Develop and implement a Data Protection Management Programme to comply with the Personal Data Protection Act 2012,tsc
ICT-CGP-4021-1.1,Infocomm Technology,Governance and Compliance,Data Sharing,Assess the value of data to achieve a competitive advantage and business objectives,tsc
ICT-CGP-5020-1.1,Infocomm Technology,Governance and Compliance,Data Protection Management,Develop and implement a Data Protection Management Programme to comply with the Personal Data Protection Act 2012,tsc
ICT-CGP-5021-1.1,Infocomm Technology,Governance and Compliance,Data Sharing,Assess the value of data to achieve a competitive advantage and business objectives,tsc
ICT-LGL-3004-1.1,Infocomm Technology,Governance and Compliance,Data Ethics,"Apply legal and ethical principles in the collection, use, storage and disposal of data",tsc
ICT-LGL-4004-1.1,Infocomm Technology,Governance and Compliance,Data Ethics,"Apply legal and ethical principles in the collection, use, storage and disposal of data",tsc
ICT-LGL-5004-1.1,Infocomm Technology,Governance and Compliance,Data Ethics,"Apply legal and ethical principles in the collection, use, storage and disposal of data",tsc
ICT-LGL-6004-1.1,Infocomm Technology,Governance and Compliance,Data Ethics,"Apply legal and ethical principles in the collection, use, storage and disposal of data",tsc
ICT-SNA-3001-1.1,Infocomm Technology,Governance and Compliance,Audit and Compliance,Develop compliance processes and audit strategy for the organisation to review adherence to statutory regulatory and standards. Assessment and enhancement of the thoroughness of compliance and/or governance processes and organisation's internal controls to align with changing compliance standards. This also includes the actual conduct and/or performance of audit activities,tsc
ICT-SNA-4001-1.1,Infocomm Technology,Governance and Compliance,Audit and Compliance,Develop compliance processes and audit strategy for the organisation to review adherence to statutory regulatory and standards. Assessment and enhancement of the thoroughness of compliance and/or governance processes and organisation's internal controls to align with changing compliance standards. This also includes the actual conduct and/or performance of audit activities,tsc
ICT-SNA-4007-1.1,Infocomm Technology,Governance and Compliance,Cyber Risk Management,"Develop cyber risk assessment and treatment techniques that can effectively pre-empt and identify significant security loopholes and weaknesses, demonstration of the business risks associated with these loopholes and provision of risk treatment and prioritisation strategies to effectively address the cyber-related risks, threats and vulnerabilities identified to ensure appropriate levels of protection, confidentiality, integrity and privacy in alignment with the security framework",tsc
ICT-SNA-4008-1.1,Infocomm Technology,Governance and Compliance,Data Governance,"Develop and implement guidelines, laws, and regulations across the organisation for the handling of data at various stages in its lifecycle as well as the provision of advice on proper data handling and resolution of data breaches in a range of complex, ambiguous or multi-faceted contexts",tsc
ICT-SNA-4014-1.1,Infocomm Technology,Governance and Compliance,IT Governance,"Set and monitor IT infrastructure, information, digital services and associated technology. This involves developing policies and practices to govern the organisation's approach toward handling and using IT products and services in order to ensure conformance with regulations and accountability in decision making in alignment with the business strategic plans and service standards",tsc
ICT-SNA-4015-1.1,Infocomm Technology,Governance and Compliance,IT Standards,"Develop and review of standard operating procedures as well as service expectations for IT-related activities and processes. This includes the provision of clear guidelines for the organisation to carry out IT-related tasks in a manner that is effective, efficient and consistent with the IT service standards and quality standards of the organisation",tsc
ICT-SNA-4020-1.1,Infocomm Technology,Governance and Compliance,Security Governance,"Develop and disseminate corporate security policies, frameworks and guidelines to ensure that day-to-day business operations guard or are well protected against risks, threats and vulnerabilities",tsc
